Cruise,Station Name,Date,Month,Parameter,Result,Units
WQDEC13,B3,12/3/2013,DEC,CHLA,2.9,ppb
WQDEC13,A4,12/3/2013,DEC,CHLA,2.3,ppb
WQDEC13,09,12/3/2013,DEC,CHLA,2.2,ppb
WQDEC13,F2,12/9/2013,DEC,CHLA,1,ppb
WQDEC13,F3,12/9/2013,DEC,CHLA,1.3,ppb
WQDEC13,H4,12/9/2013,DEC,CHLA,1.7,ppb
WQDEC13,H6,12/9/2013,DEC,CHLA,1,ppb
WQDEC13,E1,12/9/2013,DEC,CHLA,1.1,ppb
WQDEC13,15,12/9/2013,DEC,CHLA,1.1,ppb
WQDEC14,C1,12/10/2014,DEC,CHLA,1.4,ppb
WQDEC14,C2,12/10/2014,DEC,CHLA,0.7,ppb
WQDEC14,D3,12/10/2014,DEC,CHLA,0.8,ppb
WQDEC14,B3,12/10/2014,DEC,CHLA,1.4,ppb
WQDEC14,A4,12/10/2014,DEC,CHLA,1.1,ppb
WQDEC14,09,12/10/2014,DEC,CHLA,0.5,ppb
WQDEC14,F3,12/12/2014,DEC,CHLA,0.7,ppb
WQDEC14,15,12/12/2014,DEC,CHLA,0.4,ppb
WQDEC14,E1,12/12/2014,DEC,CHLA,0.8,ppb
WQDEC14,F2,12/12/2014,DEC,CHLA,0.8,ppb
WQDEC14,H4,12/15/2014,DEC,CHLA,0.6,ppb
WQDEC14,K2,12/15/2014,DEC,CHLA,0.4,ppb
WQDEC14,J2,12/15/2014,DEC,CHLA,1.3,ppb
WQDEC14,H6,12/15/2014,DEC,CHLA,0.9,ppb
WQDEC14,H2,12/15/2014,DEC,CHLA,0.8,ppb
WQDEC14,M3,12/15/2014,DEC,CHLA,0.6,ppb
WQDEC14,I2,12/15/2014,DEC,CHLA,0.5,ppb
WQDEC15,B3,11/30/2015,DEC,CHLA,4.7,ppb
WQDEC15,D3,11/30/2015,DEC,CHLA,1,ppb
WQDEC15,C1,11/30/2015,DEC,CHLA,2.5,ppb
WQDEC15,A4,11/30/2015,DEC,CHLA,3.9,ppb
WQDEC15,09,11/30/2015,DEC,CHLA,1.1,ppb
WQDEC15,C2,11/30/2015,DEC,CHLA,0.9,ppb
WQDEC15,H6,12/14/2015,DEC,CHLA,1.7,ppb
WQDEC15,15,12/14/2015,DEC,CHLA,2.3,ppb
WQDEC15,E1,12/14/2015,DEC,CHLA,1.4,ppb
WQDEC15,F2,12/14/2015,DEC,CHLA,0.9,ppb
WQDEC15,F3,12/14/2015,DEC,CHLA,2.3,ppb
WQDEC15,H2,12/14/2015,DEC,CHLA,1.2,ppb
WQDEC15,H4,12/14/2015,DEC,CHLA,1.6,ppb
WQDEC15,I2,12/16/2015,DEC,CHLA,0.8,ppb
WQDEC15,J2,12/16/2015,DEC,CHLA,2,ppb
WQDEC15,K2,12/16/2015,DEC,CHLA,0.9,ppb
WQDEC15,M3,12/16/2015,DEC,CHLA,0.9,ppb
WQDEC16,I2,11/30/2016,DEC,CHLA,1.8,ppb
WQDEC16,H2,11/30/2016,DEC,CHLA,3.9,ppb
WQDEC16,M3,11/30/2016,DEC,CHLA,1.7,ppb
WQDEC16,K2,11/30/2016,DEC,CHLA,1.6,ppb
WQDEC16,J2,11/30/2016,DEC,CHLA,1.9,ppb
WQDEC16,A4,12/5/2016,DEC,CHLA,3,ppb
WQDEC16,D3,12/5/2016,DEC,CHLA,2.5,ppb
WQDEC16,09,12/5/2016,DEC,CHLA,0.8,ppb
WQDEC16,C2,12/5/2016,DEC,CHLA,4.1,ppb
WQDEC16,B3,12/5/2016,DEC,CHLA,3.8,ppb
WQDEC16,C1,12/5/2016,DEC,CHLA,2.7,ppb
WQDEC16,F3,12/6/2016,DEC,CHLA,2,ppb
WQDEC16,F2,12/6/2016,DEC,CHLA,3.3,ppb
WQDEC16,E1,12/6/2016,DEC,CHLA,1.4,ppb
WQDEC16,H4,12/6/2016,DEC,CHLA,2.2,ppb
WQDEC16,H6,12/6/2016,DEC,CHLA,2.5,ppb
WQDEC16,15,12/6/2016,DEC,CHLA,2.5,ppb
WQDEC17,D3,11/30/2017,DEC,CHLA,3.1,ppb
WQDEC17,B3,11/30/2017,DEC,CHLA,3.4,ppb
WQDEC17,A4,11/30/2017,DEC,CHLA,3.2,ppb
WQDEC17,C1,11/30/2017,DEC,CHLA,4.9,ppb
WQDEC17,09,11/30/2017,DEC,CHLA,0.8,ppb
WQDEC17,E1,11/30/2017,DEC,CHLA,1.9,ppb
WQDEC17,C2,11/30/2017,DEC,CHLA,2.1,ppb
WQDEC17,F2,12/1/2017,DEC,CHLA,1.3,ppb
WQDEC17,F3,12/1/2017,DEC,CHLA,1.5,ppb
WQDEC17,H2,12/1/2017,DEC,CHLA,3.3,ppb
WQDEC17,H6,12/1/2017,DEC,CHLA,1.7,ppb
WQDEC17,15,12/1/2017,DEC,CHLA,2.4,ppb
WQDEC17,M3,12/4/2017,DEC,CHLA,1.3,ppb
WQDEC17,K2,12/4/2017,DEC,CHLA,1.4,ppb
WQDEC17,J2,12/4/2017,DEC,CHLA,1.9,ppb
WQDEC17,I2,12/4/2017,DEC,CHLA,1.7,ppb
WQDEC17,H4,12/4/2017,DEC,CHLA,1.3,ppb
WQDEC18,H4,11/30/2018,DEC,CHLA,3.2,ppb
WQDEC18,M3,11/30/2018,DEC,CHLA,1.3,ppb
WQDEC18,K2,11/30/2018,DEC,CHLA,1.1,ppb
WQDEC18,J2,11/30/2018,DEC,CHLA,2.1,ppb
WQDEC18,H6,11/30/2018,DEC,CHLA,2.9,ppb
WQDEC18,H2,11/30/2018,DEC,CHLA,2.6,ppb
WQDEC18,I2,11/30/2018,DEC,CHLA,1.9,ppb
WQDEC18,A4,12/3/2018,DEC,CHLA,5.5,ppb
WQDEC18,C1,12/3/2018,DEC,CHLA,4.6,ppb
WQDEC18,B3,12/3/2018,DEC,CHLA,5.5,ppb
WQDEC18,09,12/3/2018,DEC,CHLA,2.5,ppb
WQDEC18,D3,12/3/2018,DEC,CHLA,3.9,ppb
WQDEC18,C2,12/3/2018,DEC,CHLA,3.9,ppb
WQDEC18,E1,12/4/2018,DEC,CHLA,2.9,ppb
WQDEC18,15,12/4/2018,DEC,CHLA,4.9,ppb
WQDEC18,F3,12/4/2018,DEC,CHLA,2.4,ppb
WQDEC18,F2,12/4/2018,DEC,CHLA,2.4,ppb
WQDEC19,I2,12/4/2019,DEC,CHLA,2.9,ppb
WQDEC19,H2,12/4/2019,DEC,CHLA,3.6,ppb
WQDEC19,M3,12/4/2019,DEC,CHLA,2.4,ppb
WQDEC19,K2,12/4/2019,DEC,CHLA,2.3,ppb
WQDEC19,J2,12/4/2019,DEC,CHLA,3.4,ppb
WQDEC19,D3,12/5/2019,DEC,CHLA,4,ppb
WQDEC19,09,12/5/2019,DEC,CHLA,3.7,ppb
WQDEC19,C2,12/6/2019,DEC,CHLA,4.6,ppb
WQDEC19,C1,12/6/2019,DEC,CHLA,5.7,ppb
WQDEC19,B3,12/6/2019,DEC,CHLA,19.6,ppb
WQDEC19,A4,12/6/2019,DEC,CHLA,11.8,ppb
WQDEC19,H4,12/16/2019,DEC,CHLA,3.1,ppb
WQDEC19,E1,12/16/2019,DEC,CHLA,3.9,ppb
WQDEC19,F2,12/16/2019,DEC,CHLA,3.7,ppb
WQDEC19,15,12/16/2019,DEC,CHLA,7.1,ppb
WQDEC19,F3,12/16/2019,DEC,CHLA,4.3,ppb
WQDEC19,H6,12/16/2019,DEC,CHLA,3.1,ppb
WQDEC21,I2,12/2/2021,DEC,CHLA,1.8,ppb
WQDEC21,K2,12/2/2021,DEC,CHLA,1.2,ppb
WQDEC21,J2,12/2/2021,DEC,CHLA,1.6,ppb
WQDEC21,M3,12/2/2021,DEC,CHLA,1.6,ppb
WQDEC21,H2,12/2/2021,DEC,CHLA,2,ppb
WQDEC21,B3,12/7/2021,DEC,CHLA,6.2,ppb
WQDEC21,C2,12/7/2021,DEC,CHLA,3.2,ppb
WQDEC21,D3,12/7/2021,DEC,CHLA,2.4,ppb
WQDEC21,09,12/7/2021,DEC,CHLA,1.7,ppb
WQDEC21,A4,12/7/2021,DEC,CHLA,4.1,ppb
WQDEC21,C1,12/7/2021,DEC,CHLA,3,ppb
WQDEC21,15,12/8/2021,DEC,CHLA,3.2,ppb
WQDEC21,F2,12/8/2021,DEC,CHLA,2.1,ppb
WQDEC21,F3,12/8/2021,DEC,CHLA,2.7,ppb
WQDEC21,E1,12/8/2021,DEC,CHLA,2,ppb
WQDEC21,H4,12/8/2021,DEC,CHLA,1.4,ppb
WQDEC21,H6,12/8/2021,DEC,CHLA,2.3,ppb
WQDEC22,C2,12/5/2022,DEC,CHLA,1.1,ppb
WQDEC22,C1,12/5/2022,DEC,CHLA,1.1,ppb
WQDEC22,B3,12/5/2022,DEC,CHLA,1.5,ppb
WQDEC22,09,12/5/2022,DEC,CHLA,0.7,ppb
WQDEC22,A4,12/5/2022,DEC,CHLA,1.3,ppb
WQDEC22,D3,12/5/2022,DEC,CHLA,1.5,ppb
WQDEC22,H4,12/6/2022,DEC,CHLA,0.8,ppb
WQDEC22,15,12/6/2022,DEC,CHLA,1.6,ppb
WQDEC22,H6,12/6/2022,DEC,CHLA,0.5,ppb
WQDEC22,E1,12/6/2022,DEC,CHLA,0.8,ppb
WQDEC22,F2,12/6/2022,DEC,CHLA,0.8,ppb
WQDEC22,F3,12/6/2022,DEC,CHLA,1,ppb
WQDEC22,H2,12/9/2022,DEC,CHLA,0.7,ppb
WQDEC22,I2,12/15/2022,DEC,CHLA,1.2,ppb
WQDEC22,K2,12/15/2022,DEC,CHLA,0.9,ppb
WQDEC22,J2,12/15/2022,DEC,CHLA,1.7,ppb
WQDEC22,M3,12/15/2022,DEC,CHLA,1.2,ppb
WQDEC23,M3,12/4/2023,DEC,CHLA,0.9,ppb
WQDEC23,K2,12/4/2023,DEC,CHLA,1.3,ppb
WQDEC23,H2,12/5/2023,DEC,CHLA,1.9,ppb
WQDEC23,J2,12/5/2023,DEC,CHLA,0.9,ppb
WQDEC23,I2,12/5/2023,DEC,CHLA,0.8,ppb
WQDEC23,H6,12/5/2023,DEC,CHLA,1.9,ppb
WQDEC23,H4,12/5/2023,DEC,CHLA,1.2,ppb
WQDEC23,09,12/6/2023,DEC,CHLA,1.8,ppb
WQDEC23,A4,12/6/2023,DEC,CHLA,11.1,ppb
WQDEC23,B3,12/6/2023,DEC,CHLA,5.4,ppb
WQDEC23,C2,12/6/2023,DEC,CHLA,2.8,ppb
WQDEC23,D3,12/6/2023,DEC,CHLA,3.3,ppb
WQDEC23,C1,12/6/2023,DEC,CHLA,2.1,ppb
WQDEC23,F2,12/7/2023,DEC,CHLA,1.4,ppb
WQDEC23,F3,12/7/2023,DEC,CHLA,3.3,ppb
WQDEC23,15,12/7/2023,DEC,CHLA,3.3,ppb
WQDEC23,E1,12/7/2023,DEC,CHLA,2.6,ppb
WQFEB03,M3,1/28/2003,FEB,CHLA,4.3,ug/L
WQFEB03,K2,1/28/2003,FEB,CHLA,3.4,ug/L
WQFEB03,J2,1/28/2003,FEB,CHLA,4.5,ug/L
WQFEB03,I2,2/3/2003,FEB,CHLA,7.9,ug/L
WQFEB03,H6,2/3/2003,FEB,CHLA,11,ug/L
WQFEB03,H4,2/3/2003,FEB,CHLA,7.2,ug/L
WQFEB03,H2,2/3/2003,FEB,CHLA,8.4,ug/L
WQFEB03,15,2/6/2003,FEB,CHLA,12.7,ug/L
WQFEB03,F3,2/6/2003,FEB,CHLA,9.3,ug/L
WQFEB03,F2,2/6/2003,FEB,CHLA,12,ug/L
WQFEB03,E1,2/6/2003,FEB,CHLA,11.6,ug/L
WQFEB03,D3,2/6/2003,FEB,CHLA,12.9,ug/L
WQFEB03,A4,2/14/2003,FEB,CHLA,24,ug/L
WQFEB03,B3,2/14/2003,FEB,CHLA,26.7,ug/L
WQFEB03,C2,2/14/2003,FEB,CHLA,16.9,ug/L
WQFEB03,09,2/14/2003,FEB,CHLA,15.1,ug/L
WQFEB03,C1,2/14/2003,FEB,CHLA,14.7,ug/L
WQFEB04,C1,2/2/2004,FEB,CHLA,13.6,ug/L
WQFEB04,A4,2/2/2004,FEB,CHLA,15.3,ug/L
WQFEB04,B3,2/2/2004,FEB,CHLA,19.6,ug/L
WQFEB04,D3,2/2/2004,FEB,CHLA,10,ug/L
WQFEB04,C2,2/2/2004,FEB,CHLA,9.9,ug/L
WQFEB04,09,2/2/2004,FEB,CHLA,16.5,ug/L
WQFEB04,E1,2/2/2004,FEB,CHLA,11.5,ug/L
WQFEB04,F2,2/3/2004,FEB,CHLA,14.2,ug/L
WQFEB04,H4,2/3/2004,FEB,CHLA,5.5,ug/L
WQFEB04,15,2/3/2004,FEB,CHLA,11.9,ug/L
WQFEB04,F3,2/3/2004,FEB,CHLA,8.9,ug/L
WQFEB04,H6,2/3/2004,FEB,CHLA,7.2,ug/L
WQFEB04,M3,2/5/2004,FEB,CHLA,6.8,ug/L
WQFEB04,J2,2/5/2004,FEB,CHLA,6.9,ug/L
WQFEB04,I2,2/5/2004,FEB,CHLA,8.5,ug/L
WQFEB04,H2,2/5/2004,FEB,CHLA,4.5,ug/L
WQFEB04,K2,2/5/2004,FEB,CHLA,7.1,ug/L
CHFEB04,C2,2/19/2004,FEB,CHLA,10.7387,ug/L
CHFEB04,09,2/19/2004,FEB,CHLA,10.962,ug/L
CHFEB04,A4,2/19/2004,FEB,CHLA,20.4015,ug/L
CHFEB04,C1,2/19/2004,FEB,CHLA,15.6919,ug/L
WQFEB05,A4,1/31/2005,FEB,CHLA,2.5,ug/L
WQFEB05,C1,1/31/2005,FEB,CHLA,2.3,ug/L
WQFEB05,B3,1/31/2005,FEB,CHLA,2.8,ug/L
WQFEB05,09,1/31/2005,FEB,CHLA,2.3,ug/L
WQFEB05,C2,1/31/2005,FEB,CHLA,2.7,ug/L
WQFEB05,D3,1/31/2005,FEB,CHLA,2.6,ug/L
WQFEB05,F3,2/1/2005,FEB,CHLA,1.7,ug/L
WQFEB05,15,2/1/2005,FEB,CHLA,2.7,ug/L
WQFEB05,F2,2/1/2005,FEB,CHLA,2,ug/L
WQFEB05,H4,2/1/2005,FEB,CHLA,2.1,ug/L
WQFEB05,H6,2/1/2005,FEB,CHLA,2.1,ug/L
WQFEB05,E1,2/1/2005,FEB,CHLA,2.5,ug/L
WQFEB05,H2,2/1/2005,FEB,CHLA,2.3,ug/L
WQFEB05,I2,2/2/2005,FEB,CHLA,2.1,ug/L
WQFEB05,J2,2/2/2005,FEB,CHLA,1.5,ug/L
WQFEB05,K2,2/2/2005,FEB,CHLA,0.6,ug/L
WQFEB05,M3,2/2/2005,FEB,CHLA,1,ug/L
WQFEB07,I2,2/1/2007,FEB,CHLA,1.59621,ug/L
WQFEB07,J2,2/1/2007,FEB,CHLA,1.18829,ug/L
WQFEB07,K2,2/1/2007,FEB,CHLA,1,ug/L
WQFEB07,M3,2/1/2007,FEB,CHLA,1.081876,ug/L
WQFEB07,H2,2/1/2007,FEB,CHLA,1.418854,ug/L
WQFEB07,C2,2/7/2007,FEB,CHLA,1.418854,ug/L
WQFEB07,A4,2/7/2007,FEB,CHLA,1.543003,ug/L
WQFEB07,D3,2/7/2007,FEB,CHLA,1.96866,ug/L
WQFEB07,C1,2/7/2007,FEB,CHLA,1.543003,ug/L
WQFEB07,09,2/7/2007,FEB,CHLA,1.755831,ug/L
WQFEB07,B3,2/7/2007,FEB,CHLA,1.543003,ug/L
WQFEB07,H4,2/13/2007,FEB,CHLA,1.241497,ug/L
WQFEB07,H6,2/13/2007,FEB,CHLA,1.472061,ug/L
WQFEB07,F3,2/13/2007,FEB,CHLA,1.31244,ug/L
WQFEB07,F2,2/13/2007,FEB,CHLA,1.933188,ug/L
WQFEB07,15,2/13/2007,FEB,CHLA,3.955055,ug/L
WQFEB07,E1,2/13/2007,FEB,CHLA,2.589408,ug/L
WQFEB08,K2,2/4/2008,FEB,CHLA,4.3,ug/L
WQFEB08,J2,2/4/2008,FEB,CHLA,6.6,ug/L
WQFEB08,I2,2/4/2008,FEB,CHLA,14.3,ug/L
WQFEB08,H2,2/4/2008,FEB,CHLA,21.6,ug/L
WQFEB08,H4,2/4/2008,FEB,CHLA,15.9,ug/L
WQFEB08,M3,2/4/2008,FEB,CHLA,3.2,ug/L
WQFEB08,H6,2/4/2008,FEB,CHLA,11.6,ug/L
WQFEB08,C1,2/6/2008,FEB,CHLA,21.5,ug/L
WQFEB08,09,2/6/2008,FEB,CHLA,14.6,ug/L
WQFEB08,C2,2/6/2008,FEB,CHLA,18.2,ug/L
WQFEB08,B3,2/6/2008,FEB,CHLA,28.5,ug/L
WQFEB08,A4,2/6/2008,FEB,CHLA,29,ug/L
WQFEB08,D3,2/6/2008,FEB,CHLA,18.2,ug/L
WQFEB08,F3,2/7/2008,FEB,CHLA,16.2,ug/L
WQFEB08,F2,2/7/2008,FEB,CHLA,21.1,ug/L
WQFEB08,15,2/7/2008,FEB,CHLA,26.3,ug/L
WQFEB08,E1,2/7/2008,FEB,CHLA,13.6,ug/L
WQFEB09,I2,2/2/2009,FEB,CHLA,3.8,ug/L
WQFEB09,H2,2/2/2009,FEB,CHLA,3,ug/L
WQFEB09,J2,2/2/2009,FEB,CHLA,3.1,ug/L
WQFEB09,H6,2/2/2009,FEB,CHLA,3.5,ug/L
WQFEB09,K2,2/2/2009,FEB,CHLA,2.6,ug/L
WQFEB09,M3,2/2/2009,FEB,CHLA,2.5,ug/L
WQFEB09,H4,2/2/2009,FEB,CHLA,5,ug/L
WQFEB09,A4,2/4/2009,FEB,CHLA,3.6,ug/L
WQFEB09,09,2/4/2009,FEB,CHLA,8.9,ug/L
WQFEB09,D3,2/4/2009,FEB,CHLA,5,ug/L
WQFEB09,C2,2/4/2009,FEB,CHLA,5.2,ug/L
WQFEB09,C1,2/4/2009,FEB,CHLA,4.4,ug/L
WQFEB09,B3,2/4/2009,FEB,CHLA,4,ug/L
WQFEB09,15,2/6/2009,FEB,CHLA,12.2,ug/L
WQFEB09,F3,2/6/2009,FEB,CHLA,5.2,ug/L
WQFEB09,F2,2/6/2009,FEB,CHLA,7.8,ug/L
WQFEB09,E1,2/6/2009,FEB,CHLA,6.4,ug/L
CHFEB09,A4,2/17/2009,FEB,CHLA,25,ug/L
CHFEB09,C1,2/17/2009,FEB,CHLA,23.9,ug/L
CHFEB09,C2,2/17/2009,FEB,CHLA,18.2,ug/L
CHFEB09,09,2/17/2009,FEB,CHLA,27.9,ug/L
WQFEB10,K2,2/5/2010,FEB,CHLA,7.8,ug/L
WQFEB10,H2,2/5/2010,FEB,CHLA,17,ug/L
WQFEB10,M3,2/5/2010,FEB,CHLA,5.5,ug/L
WQFEB10,J2,2/5/2010,FEB,CHLA,11.7,ug/L
WQFEB10,I2,2/5/2010,FEB,CHLA,17.8,ug/L
WQFEB10,D3,2/8/2010,FEB,CHLA,23,ug/L
WQFEB10,C1,2/8/2010,FEB,CHLA,25.9,ug/L
WQFEB10,C2,2/8/2010,FEB,CHLA,13.4,ug/L
WQFEB10,B3,2/8/2010,FEB,CHLA,18.6,ug/L
WQFEB10,A4,2/8/2010,FEB,CHLA,13.6,ug/L
WQFEB10,09,2/8/2010,FEB,CHLA,22,ug/L
WQFEB10,E1,2/9/2010,FEB,CHLA,26.4,ug/L
WQFEB10,F2,2/9/2010,FEB,CHLA,21,ug/L
WQFEB10,F3,2/9/2010,FEB,CHLA,18.5,ug/L
WQFEB10,H4,2/9/2010,FEB,CHLA,20.2,ug/L
WQFEB10,H6,2/9/2010,FEB,CHLA,17.6,ug/L
WQFEB10,15,2/9/2010,FEB,CHLA,21.7,ug/L
WQFEB11,H6,1/31/2011,FEB,CHLA,13.8,ug/L
WQFEB11,H2,1/31/2011,FEB,CHLA,11,ug/L
WQFEB11,H4,1/31/2011,FEB,CHLA,8.8,ug/L
WQFEB11,J2,1/31/2011,FEB,CHLA,6,ug/L
WQFEB11,I2,1/31/2011,FEB,CHLA,9.6,ug/L
WQFEB11,E1,2/7/2011,FEB,CHLA,17.2,ug/L
WQFEB11,15,2/7/2011,FEB,CHLA,15.2,ug/L
WQFEB11,F2,2/7/2011,FEB,CHLA,20.6,ug/L
WQFEB11,F3,2/7/2011,FEB,CHLA,16.6,ug/L
WQFEB11,B3,2/10/2011,FEB,CHLA,38,ug/L
WQFEB11,C1,2/10/2011,FEB,CHLA,15.6,ug/L
WQFEB11,C2,2/10/2011,FEB,CHLA,15,ug/L
WQFEB11,D3,2/10/2011,FEB,CHLA,14.4,ug/L
WQFEB11,A4,2/10/2011,FEB,CHLA,44.1,ug/L
WQFEB11,09,2/10/2011,FEB,CHLA,18,ug/L
CHFEB11,C2,2/17/2011,FEB,CHLA,8.2,ug/L
CHFEB11,C1,2/17/2011,FEB,CHLA,6,ug/L
CHFEB11,A4,2/17/2011,FEB,CHLA,14.9,ug/L
CHFEB11,09,2/17/2011,FEB,CHLA,9.8,ug/L
WQFEB12,K2,2/1/2012,FEB,CHLA,,ug/L
WQFEB12,J2,2/1/2012,FEB,CHLA,,ug/L
WQFEB12,H2,2/1/2012,FEB,CHLA,,ug/L
WQFEB12,M3,2/1/2012,FEB,CHLA,,ug/L
WQFEB12,I2,2/1/2012,FEB,CHLA,,ug/L
WQFEB12,A4,2/2/2012,FEB,CHLA,,ug/L
WQFEB12,B3,2/2/2012,FEB,CHLA,,ug/L
WQFEB12,C1,2/2/2012,FEB,CHLA,,ug/L
WQFEB12,09,2/2/2012,FEB,CHLA,,ug/L
WQFEB12,D3,2/2/2012,FEB,CHLA,,ug/L
WQFEB12,C2,2/2/2012,FEB,CHLA,,ug/L
WQFEB12,H6,2/3/2012,FEB,CHLA,,ug/L
WQFEB12,H4,2/3/2012,FEB,CHLA,,ug/L
WQFEB12,F2,2/7/2012,FEB,CHLA,,ug/L
WQFEB12,15,2/7/2012,FEB,CHLA,,ug/L
WQFEB12,F3,2/7/2012,FEB,CHLA,,ug/L
WQFEB12,E1,2/7/2012,FEB,CHLA,,ug/L
CHFEB12,09,2/16/2012,FEB,CHLA,,ug/L
CHFEB12,C1,2/16/2012,FEB,CHLA,,ug/L
CHFEB12,C2,2/16/2012,FEB,CHLA,,ug/L
CHFEB12,A4,2/16/2012,FEB,CHLA,,ug/L
WQFEB13,M3,1/28/2013,FEB,CHLA,,ug/L
WQFEB13,J2,1/28/2013,FEB,CHLA,,ug/L
WQFEB13,H4,1/28/2013,FEB,CHLA,,ug/L
WQFEB13,I2,1/28/2013,FEB,CHLA,,ug/L
WQFEB13,H6,1/28/2013,FEB,CHLA,,ug/L
WQFEB13,H2,1/28/2013,FEB,CHLA,,ug/L
WQFEB13,K2,1/28/2013,FEB,CHLA,,ug/L
WQFEB13,D3,1/30/2013,FEB,CHLA,,ug/L
WQFEB13,C2,1/30/2013,FEB,CHLA,,ug/L
WQFEB13,C1,1/30/2013,FEB,CHLA,,ug/L
WQFEB13,B3,1/30/2013,FEB,CHLA,,ug/L
WQFEB13,A4,1/30/2013,FEB,CHLA,,ug/L
WQFEB13,09,1/30/2013,FEB,CHLA,,ug/L
WQFEB13,F2,2/5/2013,FEB,CHLA,,ug/L
WQFEB13,15,2/5/2013,FEB,CHLA,,ug/L
WQFEB13,E1,2/5/2013,FEB,CHLA,,ug/L
WQFEB13,F3,2/5/2013,FEB,CHLA,,ug/L
CHFEB13,09,2/14/2013,FEB,CHLA,,ug/L
CHFEB13,A4,2/14/2013,FEB,CHLA,,ug/L
CHFEB13,C2,2/14/2013,FEB,CHLA,,ug/L
CHFEB13,C1,2/14/2013,FEB,CHLA,,ug/L
WQFEB14,H6,2/3/2014,FEB,CHLA,4.2,ppb
WQFEB14,H4,2/3/2014,FEB,CHLA,3.7,ppb
WQFEB14,I2,2/3/2014,FEB,CHLA,6.2,ppb
WQFEB14,J2,2/3/2014,FEB,CHLA,8.2,ppb
WQFEB14,K2,2/3/2014,FEB,CHLA,4.3,ppb
WQFEB14,M3,2/3/2014,FEB,CHLA,2.4,ppb
WQFEB14,H2,2/3/2014,FEB,CHLA,9.1,ppb
WQFEB14,15,2/4/2014,FEB,CHLA,10.9,ppb
WQFEB14,F3,2/4/2014,FEB,CHLA,4.3,ppb
WQFEB14,E1,2/4/2014,FEB,CHLA,7.8,ppb
WQFEB14,F2,2/4/2014,FEB,CHLA,7.4,ppb
WQFEB14,D3,2/6/2014,FEB,CHLA,6.3,ppb
WQFEB14,C2,2/6/2014,FEB,CHLA,7.4,ppb
WQFEB14,C1,2/6/2014,FEB,CHLA,8.2,ppb
WQFEB14,B3,2/6/2014,FEB,CHLA,9.5,ppb
WQFEB14,A4,2/6/2014,FEB,CHLA,7.8,ppb
WQFEB14,09,2/6/2014,FEB,CHLA,10.3,ppb
WQFEB15,I2,2/4/2015,FEB,CHLA,3.8,ppb
WQFEB15,M3,2/4/2015,FEB,CHLA,3.1,ppb
WQFEB15,K2,2/4/2015,FEB,CHLA,3.1,ppb
WQFEB15,J2,2/4/2015,FEB,CHLA,2.8,ppb
WQFEB15,H2,2/4/2015,FEB,CHLA,5.6,ppb
WQFEB15,H6,2/6/2015,FEB,CHLA,4.2,ppb
WQFEB15,15,2/6/2015,FEB,CHLA,10.5,ppb
WQFEB15,F3,2/6/2015,FEB,CHLA,3.4,ppb
WQFEB15,F2,2/6/2015,FEB,CHLA,6.7,ppb
WQFEB15,E1,2/6/2015,FEB,CHLA,4.3,ppb
WQFEB15,C1,2/10/2015,FEB,CHLA,8.2,ppb
WQFEB15,09,2/10/2015,FEB,CHLA,7.2,ppb
WQFEB15,B3,2/10/2015,FEB,CHLA,10,ppb
WQFEB15,C2,2/10/2015,FEB,CHLA,7.6,ppb
WQFEB15,D3,2/10/2015,FEB,CHLA,6.8,ppb
WQFEB15,A4,2/10/2015,FEB,CHLA,9.3,ppb
WQFEB15,H4,2/10/2015,FEB,CHLA,3,ppb
WQFEB16,A4,2/1/2016,FEB,CHLA,10.1,ppb
WQFEB16,09,2/1/2016,FEB,CHLA,2.8,ppb
WQFEB16,B3,2/1/2016,FEB,CHLA,5.2,ppb
WQFEB16,C1,2/1/2016,FEB,CHLA,2.6,ppb
WQFEB16,C2,2/1/2016,FEB,CHLA,8.3,ppb
WQFEB16,D3,2/1/2016,FEB,CHLA,4.3,ppb
WQFEB16,H4,2/2/2016,FEB,CHLA,1.6,ppb
WQFEB16,E1,2/2/2016,FEB,CHLA,4.2,ppb
WQFEB16,F2,2/2/2016,FEB,CHLA,1.1,ppb
WQFEB16,15,2/2/2016,FEB,CHLA,11.8,ppb
WQFEB16,H2,2/2/2016,FEB,CHLA,1.8,ppb
WQFEB16,H6,2/2/2016,FEB,CHLA,1.8,ppb
WQFEB16,F3,2/2/2016,FEB,CHLA,2.1,ppb
WQFEB16,M3,2/4/2016,FEB,CHLA,1.3,ppb
WQFEB16,I2,2/4/2016,FEB,CHLA,1.5,ppb
WQFEB16,K2,2/4/2016,FEB,CHLA,2.8,ppb
WQFEB16,J2,2/4/2016,FEB,CHLA,1.4,ppb
CHFEB16,A4,2/17/2016,FEB,CHLA,17.8,ppb
CHFEB16,09,2/17/2016,FEB,CHLA,13.8,ppb
CHFEB16,C2,2/17/2016,FEB,CHLA,8,ppb
CHFEB16,C1,2/17/2016,FEB,CHLA,10.5,ppb
WQFEB17,I2,2/7/2017,FEB,CHLA,3.2,ppb
WQFEB17,J2,2/7/2017,FEB,CHLA,4.9,ppb
WQFEB17,K2,2/7/2017,FEB,CHLA,2.5,ppb
WQFEB17,M3,2/7/2017,FEB,CHLA,2.9,ppb
WQFEB17,H2,2/7/2017,FEB,CHLA,4.6,ppb
WQFEB17,C2,2/8/2017,FEB,CHLA,4.4,ppb
WQFEB17,09,2/8/2017,FEB,CHLA,6.6,ppb
